Question
Calculate the Topological Polar Surface Area of the smiles: CCCCC(CC)CO
Calculate the Topological Polar Surface Area of the smiles: CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
Calculate the Topological Polar Surface Area of the smiles: CC(CCC=C(C)C)CCO
Calculate the Topological Polar Surface Area of the smiles: CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
Calculate the Topological Polar Surface Area of the smiles: CCC=C
Calculate the Topological Polar Surface Area of the smiles: CCOC(=O)C=C
Calculate the Topological Polar Surface Area of the smiles: CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
Calculate the Topological Polar Surface Area of the smiles: CCC1C(COC1=O)CC2=CN=CN2C
Calculate the Topological Polar Surface Area of the smiles: CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
Calculate the Topological Polar Surface Area of the smiles: C1CCNCC1
Calculate the Topological Polar Surface Area of the smiles: CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C
Calculate the Topological Polar Surface Area of the smiles: C(=O)([O-])[O-].[Ca+2]
Calculate the Topological Polar Surface Area of the smiles: CC(CCCC(C)(C)O)CC=O
Calculate the Topological Polar Surface Area of the smiles: CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C
Calculate the Topological Polar Surface Area of the smiles: C(CCCN=C=O)CCN=C=O
Calculate the Topological Polar Surface Area of the smiles: COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC
Calculate the Topological Polar Surface Area of the smiles: C(C(C(C(C(CO)O)O)O)O)O
Calculate the Topological Polar Surface Area of the smiles: CCCCCCCCCCCCCCC
Calculate the Topological Polar Surface Area of the smiles: C1CN(CCN1C(=O)CCBr)C(=O)CCBr
Calculate the Topological Polar Surface Area of the smiles: CN1C(CCC1=O)C2=CN=CC=C2
Calculate the Topological Polar Surface Area of the smiles: CC(=CCCC(=CCO)C)C
Calculate the Topological Polar Surface Area of the smiles: CCCCCCCCCCCCCCO
Calculate the Topological Polar Surface Area of the smiles: CCCCOC(=O)C(=C)C
Calculate the Topological Polar Surface Area of the smiles: C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
Calculate the Topological Polar Surface Area of the smiles: CC1=CC(=O)C(C(=O)O1)C(=O)C
Calculate the Topological Polar Surface Area of the smiles: COP(=O)(OC)OC=C(Cl)Cl
Calculate the Topological Polar Surface Area of the smiles: CCC
Calculate the Topological Polar Surface Area of the smiles: CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C
Calculate the Topological Polar Surface Area of the smiles: CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
Calculate the Topological Polar Surface Area of the smiles: C(C(C(=O)O)O)C(=O)O
Calculate the Topological Polar Surface Area of the smiles: CCOC=C
Calculate the Topological Polar Surface Area of the smiles: CC(=O)NC1=CC=C(C=C1)O
Calculate the Topological Polar Surface Area of the smiles: COC1=C(C=CC(=C1)C=O)O
Calculate the Topological Polar Surface Area of the smiles: CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
Calculate the Topological Polar Surface Area of the smiles: C=CC#N
Calculate the Topological Polar Surface Area of the smiles: C(=O)([O-])[O-].[Na+].[Na+]
Calculate the Topological Polar Surface Area of the smiles: CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
Calculate the Topological Polar Surface Area of the smiles: CC(=O)[O-].CC(=O)[O-].[Cu+2]
Calculate the Topological Polar Surface Area of the smiles: CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C
Calculate the Topological Polar Surface Area of the smiles: CC=CC1=CC=C(C=C1)OC
Calculate the Topological Polar Surface Area of the smiles: CC(C)CO
Calculate the Topological Polar Surface Area of the smiles: C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
Calculate the Topological Polar Surface Area of the smiles: CN1C=NC2=C1C(=O)NC(=O)N2C
Calculate the Topological Polar Surface Area of the smiles: CC1=CCC(CC1)C(C)(C)O
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C(C(=C1)C(=O)O)C(=O)O
Calculate the Topological Polar Surface Area of the smiles: C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3
Calculate the Topological Polar Surface Area of the smiles: CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
Calculate the Topological Polar Surface Area of the smiles: CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
Calculate the Topological Polar Surface Area of the smiles: CNC(=O)OC1=CC=CC(=C1)N=CN(C)C.Cl
Calculate the Topological Polar Surface Area of the smiles: CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O
Calculate the Topological Polar Surface Area of the smiles: CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C
Calculate the Topological Polar Surface Area of the smiles: CC(CCO)O
Calculate the Topological Polar Surface Area of the smiles: CCCCCCCO
Calculate the Topological Polar Surface Area of the smiles: CC(C)(C)OO
Calculate the Topological Polar Surface Area of the smiles: C(CCN)CN
Calculate the Topological Polar Surface Area of the smiles: C(CNCCN)N
Calculate the Topological Polar Surface Area of the smiles: CCC(=O)C(=O)C
Calculate the Topological Polar Surface Area of the smiles: CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O
Calculate the Topological Polar Surface Area of the smiles: C1=CC(=CC=C1Cl)Cl
Calculate the Topological Polar Surface Area of the smiles: C(Br)(Br)(Br)Br
Calculate the Topological Polar Surface Area of the smiles: CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
Calculate the Topological Polar Surface Area of the smiles: CCCCCCCCCCCCC(=O)O
Calculate the Topological Polar Surface Area of the smiles: CCCCOC(=O)C
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C(C(=C1)C(=O)O)O
Calculate the Topological Polar Surface Area of the smiles: CC(=CCCC(=CCCC(=CCO)C)C)C
Calculate the Topological Polar Surface Area of the smiles: C(CO)N(CCO)CCO
Calculate the Topological Polar Surface Area of the smiles: CC(CC1=CC=C(C=C1)OC)N
Calculate the Topological Polar Surface Area of the smiles: C1=NC2=C(N1COCCO)N=C(NC2=O)N
Calculate the Topological Polar Surface Area of the smiles: CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-]
Calculate the Topological Polar Surface Area of the smiles: CC(=O)CCC(=O)O
Calculate the Topological Polar Surface Area of the smiles: CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-]
Calculate the Topological Polar Surface Area of the smiles: C1=CC(=C(C=C1C(CN)O)O)O
Calculate the Topological Polar Surface Area of the smiles: CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl
Calculate the Topological Polar Surface Area of the smiles: C1=CC(=CC=C1[N+](=O)[O-])O
Calculate the Topological Polar Surface Area of the smiles: CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
Calculate the Topological Polar Surface Area of the smiles: CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
Calculate the Topological Polar Surface Area of the smiles: CC1=CCC(=C(C)C)CC1
Calculate the Topological Polar Surface Area of the smiles: CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
Calculate the Topological Polar Surface Area of the smiles: CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC
Calculate the Topological Polar Surface Area of the smiles: CCCCCCC(CC=CCCCCCCCC(=O)O)O
Calculate the Topological Polar Surface Area of the smiles: CC(C)OC(=O)NC1=CC=CC=C1
Calculate the Topological Polar Surface Area of the smiles: CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
Calculate the Topological Polar Surface Area of the smiles: CC(C(=O)O)O
Calculate the Topological Polar Surface Area of the smiles: C(SC#N)SC#N
Calculate the Topological Polar Surface Area of the smiles: COC(=O)C1=CC=CC=C1
Calculate the Topological Polar Surface Area of the smiles: CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC
Calculate the Topological Polar Surface Area of the smiles: C=CC(=O)N
Calculate the Topological Polar Surface Area of the smiles: C(C(C(=O)O)N)SSCC(C(=O)O)N
Calculate the Topological Polar Surface Area of the smiles: CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
Calculate the Topological Polar Surface Area of the smiles: CC(=C)C(=O)OC
Calculate the Topological Polar Surface Area of the smiles: CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
Calculate the Topological Polar Surface Area of the smiles: CC1=C(C=C(C=C1)N=C=O)N=C=O
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C2C(=C1)C(=O)NS2(=O)=O
Calculate the Topological Polar Surface Area of the smiles: CC1=CC=CC=C1C
Calculate the Topological Polar Surface Area of the smiles: C1=CNC(=S)NC1=O
Calculate the Topological Polar Surface Area of the smiles: CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Calculate the Topological Polar Surface Area of the smiles: CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCOC(=O)C)C)C
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C2C=C3C=CC=CC3=CC2=C1
Calculate the Topological Polar Surface Area of the smiles: C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]
Calculate the Topological Polar Surface Area of the smiles: C(=S)(N)N
Calculate the Topological Polar Surface Area of the smiles: C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O
Calculate the Topological Polar Surface Area of the smiles: CC(COC1=CC=C(C=C1)OC2=CC=CC=C2)OC3=CC=CC=N3
Calculate the Topological Polar Surface Area of the smiles: C1C(C(C(C(O1)(CO)O)O)O)O
Calculate the Topological Polar Surface Area of the smiles: CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
Calculate the Topological Polar Surface Area of the smiles: C1CCC(CC1)O
Calculate the Topological Polar Surface Area of the smiles: CSCCC=O
Calculate the Topological Polar Surface Area of the smiles: CCCCCCO
Calculate the Topological Polar Surface Area of the smiles: CC(=O)NC(CS)C(=O)O
Calculate the Topological Polar Surface Area of the smiles: C(CO)NCCO
Calculate the Topological Polar Surface Area of the smiles: CCCC=C
Calculate the Topological Polar Surface Area of the smiles: CCCCCCCCCC(=O)O
Calculate the Topological Polar Surface Area of the smiles: CC=CC1=CC(=C(C=C1)O)OC
Calculate the Topological Polar Surface Area of the smiles: CC1=CC=C(C=C1)C(C)C
Calculate the Topological Polar Surface Area of the smiles: CN(C)C
Calculate the Topological Polar Surface Area of the smiles: COC1=C(C=C(C=C1)CC=C)OC
Calculate the Topological Polar Surface Area of the smiles: CCOC(=O)N
Calculate the Topological Polar Surface Area of the smiles: CCC(C)CO
Calculate the Topological Polar Surface Area of the smiles: CCON=O
Calculate the Topological Polar Surface Area of the smiles: CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC
Calculate the Topological Polar Surface Area of the smiles: CCCOC(=O)NCCCN(C)C
Calculate the Topological Polar Surface Area of the smiles: CC12CCC3C(C1CCC2(C#C)O)CCC4=C3CCC(=O)C4
Calculate the Topological Polar Surface Area of the smiles: CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]
Calculate the Topological Polar Surface Area of the smiles: C(C(=O)O)O
Calculate the Topological Polar Surface Area of the smiles: C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C(C=C1)C=CC=O
Calculate the Topological Polar Surface Area of the smiles: C(C(C(C(C(C(=O)O)O)O)O)O)O
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O
Calculate the Topological Polar Surface Area of the smiles: C=CC(=O)OCCO
Calculate the Topological Polar Surface Area of the smiles: C(COCCOCCO)O
Calculate the Topological Polar Surface Area of the smiles: CCC=CCCO
Calculate the Topological Polar Surface Area of the smiles: C1CCC(=O)CC1
Calculate the Topological Polar Surface Area of the smiles: CCCCCCCCOC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O
Calculate the Topological Polar Surface Area of the smiles: CC1=C(C=C(C=C1)N)N
Calculate the Topological Polar Surface Area of the smiles: C(C(=CC(=O)O)C(=O)O)C(=O)O
Calculate the Topological Polar Surface Area of the smiles: CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
Calculate the Topological Polar Surface Area of the smiles: CCOCN1C(=C(C(=C1C(F)(F)F)Br)C#N)C2=CC=C(C=C2)Cl
Calculate the Topological Polar Surface Area of the smiles: C1=CC(=CC=C1N)[As](=O)(O)O
Calculate the Topological Polar Surface Area of the smiles: CC(C)CC(=O)O
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C(C(=C1)NC2=NC(=NC(=N2)Cl)Cl)Cl
Calculate the Topological Polar Surface Area of the smiles: CC(=O)OCC1=CC=CC=C1
Calculate the Topological Polar Surface Area of the smiles: CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.[Cl-]
Calculate the Topological Polar Surface Area of the smiles: C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl
Calculate the Topological Polar Surface Area of the smiles: CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O
Calculate the Topological Polar Surface Area of the smiles: CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)C(C)O
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C2C(=C1)C=CN2
Calculate the Topological Polar Surface Area of the smiles: C[As](=O)(C)O
Calculate the Topological Polar Surface Area of the smiles: C1=CC(=CC=C1CC(C(=O)O)N)O
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C(C=C1)C#N
Calculate the Topological Polar Surface Area of the smiles: CC1=C(C(CC(C1=O)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C
Calculate the Topological Polar Surface Area of the smiles: C1CO1
Calculate the Topological Polar Surface Area of the smiles: CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C
Calculate the Topological Polar Surface Area of the smiles: C1=CC(=C(C=C1C=O)O)O
Calculate the Topological Polar Surface Area of the smiles: C(C(=CC(=O)O)C(=O)O)C(=O)O
Calculate the Topological Polar Surface Area of the smiles: CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
Calculate the Topological Polar Surface Area of the smiles: CCC(=O)C
Calculate the Topological Polar Surface Area of the smiles: CCCCCCC(C)O
Calculate the Topological Polar Surface Area of the smiles: C1=CC(=CC=C1[N+](=O)[O-])Cl
Calculate the Topological Polar Surface Area of the smiles: CC1=CC(=C(C=C1)C(C)C)O
Calculate the Topological Polar Surface Area of the smiles: C1CC1NC2=NC(=NC(=N2)N)N
Calculate the Topological Polar Surface Area of the smiles: CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC
Calculate the Topological Polar Surface Area of the smiles: C1=CC(=CC=C1C(=O)O)C(=O)O
Calculate the Topological Polar Surface Area of the smiles: CC(C)CC(=O)C
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
Calculate the Topological Polar Surface Area of the smiles: C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N
Calculate the Topological Polar Surface Area of the smiles: C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-]
Calculate the Topological Polar Surface Area of the smiles: C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Ca+2]
Calculate the Topological Polar Surface Area of the smiles: CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C
Calculate the Topological Polar Surface Area of the smiles: C=CC=C
Calculate the Topological Polar Surface Area of the smiles: C[N+](C)(C)CCO.[Cl-]
Calculate the Topological Polar Surface Area of the smiles: CNCC(C1=CC(=C(C=C1)O)O)O
Calculate the Topological Polar Surface Area of the smiles: CNC
Calculate the Topological Polar Surface Area of the smiles: CCCCCC(=O)C
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2
Calculate the Topological Polar Surface Area of the smiles: C1=NN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
Calculate the Topological Polar Surface Area of the smiles: CCCCCCCCCC(=O)C
Calculate the Topological Polar Surface Area of the smiles: C1C(OC(S1)CO)N2C=CC(=NC2=O)N
Calculate the Topological Polar Surface Area of the smiles: C1C=CC2=CC=CC=C21
Calculate the Topological Polar Surface Area of the smiles: C=CN1CCCC1=O
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C(C=C1)CC(C(=O)O)N
Calculate the Topological Polar Surface Area of the smiles: C(CC(C(=O)O)N)CN=C(N)N
Calculate the Topological Polar Surface Area of the smiles: CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C
Calculate the Topological Polar Surface Area of the smiles: CC(C(=O)O)N
Calculate the Topological Polar Surface Area of the smiles: CC(C(=O)O)O
Calculate the Topological Polar Surface Area of the smiles: COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1
Calculate the Topological Polar Surface Area of the smiles: CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C
Calculate the Topological Polar Surface Area of the smiles: C(=O)(C(=O)O)O
Calculate the Topological Polar Surface Area of the smiles: C1=C(C=C(C(=C1Br)O)Br)C#N
Calculate the Topological Polar Surface Area of the smiles: CCOC(=O)C
Calculate the Topological Polar Surface Area of the smiles: C1CC1
Calculate the Topological Polar Surface Area of the smiles: C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N
Calculate the Topological Polar Surface Area of the smiles: C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O
Calculate the Topological Polar Surface Area of the smiles: CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
Calculate the Topological Polar Surface Area of the smiles: C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
Calculate the Topological Polar Surface Area of the smiles: CC(CC1=CC=CC=C1)N
Calculate the Topological Polar Surface Area of the smiles: CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
Calculate the Topological Polar Surface Area of the smiles: C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
Calculate the Topological Polar Surface Area of the smiles: CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
Calculate the Topological Polar Surface Area of the smiles: CCC(=O)NC1=CC(=C(C=C1)Cl)Cl
Calculate the Topological Polar Surface Area of the smiles: C1(=NC(=NC(=N1)N)N)N
Calculate the Topological Polar Surface Area of the smiles: CC(C(C1=CC=CC=C1)O)NC
Calculate the Topological Polar Surface Area of the smiles: CC(=O)[O-].CC(=O)[O-].[Zn+2]
Calculate the Topological Polar Surface Area of the smiles: CCCO
Calculate the Topological Polar Surface Area of the smiles: CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Ca+2]
Calculate the Topological Polar Surface Area of the smiles: CC1(C2CCC(=C)C1C2)C
Calculate the Topological Polar Surface Area of the smiles: CCCCCCCCC=CCCCCCCCCCCCC(=O)O
Calculate the Topological Polar Surface Area of the smiles: CC=C
Calculate the Topological Polar Surface Area of the smiles: CCCCCCCCCCCCCC(=O)O
Calculate the Topological Polar Surface Area of the smiles: C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl
Calculate the Topological Polar Surface Area of the smiles: C(=O)(C(Cl)(Cl)Cl)O
Calculate the Topological Polar Surface Area of the smiles: CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
Calculate the Topological Polar Surface Area of the smiles: CC(=CCCC(C)(C=C)OC(=O)C)C
Calculate the Topological Polar Surface Area of the smiles: CC(C)NC1=NC(=NC(=N1)N)Cl
Calculate the Topological Polar Surface Area of the smiles: C1=COC=C1
Calculate the Topological Polar Surface Area of the smiles: C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
Calculate the Topological Polar Surface Area of the smiles: CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2
Calculate the Topological Polar Surface Area of the smiles: C1(=O)NC(=O)NC(=O)N1
Calculate the Topological Polar Surface Area of the smiles: C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
Calculate the Topological Polar Surface Area of the smiles: CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
Calculate the Topological Polar Surface Area of the smiles: C1=CC(=CC=C1N)S(=O)(=O)N
Calculate the Topological Polar Surface Area of the smiles: CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N
Calculate the Topological Polar Surface Area of the smiles: CCCCC=C
Calculate the Topological Polar Surface Area of the smiles: CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C
Calculate the Topological Polar Surface Area of the smiles: CC(=O)C1=CC=CC=C1
Calculate the Topological Polar Surface Area of the smiles: C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
Calculate the Topological Polar Surface Area of the smiles: C1C2=CC=CC=C2C3=CC=CC=C31
Calculate the Topological Polar Surface Area of the smiles: CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
Calculate the Topological Polar Surface Area of the smiles: CNC(=O)CSP(=S)(OC)OC
Calculate the Topological Polar Surface Area of the smiles: CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2
Calculate the Topological Polar Surface Area of the smiles: C(CO)CO
Calculate the Topological Polar Surface Area of the smiles: CCCCCCCC(=O)O
Calculate the Topological Polar Surface Area of the smiles: C=C
Calculate the Topological Polar Surface Area of the smiles: CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
Calculate the Topological Polar Surface Area of the smiles: CN=C=S
Calculate the LogP of the smiles: CCCC(=O)C
Calculate the LogP of the smiles: C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
Calculate the LogP of the smiles: CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC
Calculate the LogP of the smiles: C1=CC=C(C=C1)C=CC(=O)O
Calculate the LogP of the smiles: C1=CC(=O)C=CC1=O
Calculate the LogP of the smiles: C(C(C(C(C=O)O)O)O)O
Calculate the LogP of the smiles: CN(C)NC(=O)CCC(=O)O
Calculate the LogP of the smiles: CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
Calculate the LogP of the smiles: CCCCCCC(=O)O
Calculate the LogP of the smiles: CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
Calculate the LogP of the smiles: CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl
Calculate the LogP of the smiles: C1=CC=C2C=CC=CC2=C1
Calculate the LogP of the smiles: CC(C)OC1=CC=CC=C1OC(=O)NC
Calculate the LogP of the smiles: C1CNCCN1
Calculate the LogP of the smiles: C12C(C(C3C1O3)Cl)C4(C(=C(C2(C4(Cl)Cl)Cl)Cl)Cl)Cl
Calculate the LogP of the smiles: CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
Calculate the LogP of the smiles: C1=CC(=CC=C1O)O
Calculate the LogP of the smiles: CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O
Calculate the LogP of the smiles: C1N2CN3CN1CN(C2)C3
Calculate the LogP of the smiles: C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-]
Calculate the LogP of the smiles: C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl
Calculate the LogP of the smiles: CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
Calculate the LogP of the smiles: CN
Calculate the LogP of the smiles: CC(CC(C)(C)O)O
Calculate the LogP of the smiles: CCOP(=O)(OCC)OP(=O)(OCC)OCC
Calculate the LogP of the smiles: CCCC(C)C
Calculate the LogP of the smiles: CCOP(=S)(OCC)SCSC(C)(C)C
Calculate the LogP of the smiles: CCCCCCCCCCCCCC(=O)OC(C)C
Calculate the LogP of the smiles: COCCOCCO
Calculate the LogP of the smiles: CCCOC(=O)C
Calculate the LogP of the smiles: CC1=CC(=CC(=C1)OC(=O)NC)C(C)C
Calculate the LogP of the smiles: C1=CC(=CC=C1C(=O)O)N
Calculate the LogP of the smiles: CCCCC(=O)O
Calculate the LogP of the smiles: CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
Calculate the LogP of the smiles: C(CC(=O)O)C(C(=O)O)N
Calculate the LogP of the smiles: CC(CC1=CC=CC=C1)NC
Calculate the LogP of the smiles: C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O
Calculate the LogP of the smiles: C1C(C(C(C(O1)O)O)O)O
Calculate the LogP of the smiles: CC(C)(C)O
Calculate the LogP of the smiles: CC(=CC=CC=C(C)C=CC=C(C)C(=O)O)C=CC=C(C)C(=O)O
Calculate the LogP of the smiles: CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O)C
Calculate the LogP of the smiles: CCCCCCCCCCCCO
Calculate the LogP of the smiles: CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C4=COC=C4)C)C(=O)OC
